,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01 04:00:00,11.54,11.54,11.26,11.4,1447452.0,25.13,25.15,24.58,24.96,2205927.0,22.51,22.55,21.94,22.32,527174.0,31.49,31.49,30.98,31.2,68221,3.98,3.99,3.92,3.98,1636410.0,68.7,69.19,67.09,69.02,442333.0,59.14,59.632,57.87,59.2,518352.0,38.89,39.0,38.09,38.26,555461.0,11.0,11.1465,10.6,11.14,21247.0,3.99,4.047,3.86,3.86,13310.0,2.14,2.17,2.061,2.08,44574.0
2024-07-02 04:00:00,11.43,11.46,11.15,11.36,2166904.0,25.15,25.325,24.92,25.31,1100529.0,22.37,22.49,22.06,22.44,625722.0,31.2,32.04,31.2,31.92,35422,3.98,4.01,3.93,3.98,1398616.0,69.27,69.6,67.92,68.37,207545.0,59.18,60.34,58.86,59.97,421452.0,38.65,39.06,38.44,39.01,465633.0,10.8,11.195,10.8,11.04,4827.0,3.84,3.91,3.77,3.8,23319.0,2.14,2.1401,2.08,2.09,44957.0
2024-07-03 04:00:00,11.42,11.57,11.37,11.4,799260.0,25.33,25.59,25.2,25.2,647260.0,22.58,22.72,22.195,22.2,304765.0,31.99,32.31,31.79,32.27,12811,3.97,4.0,3.95,3.97,988972.0,68.74,70.0,68.51,69.39,163268.0,60.15,60.7,59.88,60.19,202903.0,39.13,39.64,39.09,39.1,270376.0,11.0,11.14,10.97,11.07,7065.0,3.8,3.9,3.8,3.87,7373.0,2.1,2.13,2.08,2.085,21301.0
2024-07-05 04:00:00,11.33,11.35,10.85,10.95,3466046.0,24.89,24.99,24.2888,24.36,1158699.0,22.08,22.105,21.43,21.49,518347.0,31.59,31.59,31.05,31.17,65381,3.95,3.95,3.85,3.85,2318382.0,69.06,69.48,66.12,66.21,273017.0,59.87,59.89,58.27,58.33,352551.0,39.36,39.36,38.52,38.87,493446.0,11.18,11.18,10.775,11.06,20867.0,3.88,3.8908,3.85,3.85,15202.0,2.0799,2.09,2.01,2.01,33730.0
2024-07-08 04:00:00,10.86,10.93,10.67,10.77,3527766.0,24.22,24.23,23.71,23.8,1736057.0,20.7,20.808,19.69,20.39,1653891.0,30.94,30.94,30.26,30.49,79712,3.85,3.86,3.77,3.77,2457037.0,66.0,66.33,64.65,64.99,366244.0,58.15,58.84,57.17,57.21,520883.0,38.67,38.67,37.85,37.96,585728.0,10.83,10.965,10.7,10.89,16775.0,3.83,3.8599,3.8,3.81,24325.0,2.01,2.0197,1.96,2.0,187953.0
2024-07-09 04:00:00,10.8,10.835,10.745,10.77,2417601.0,23.56,23.82,23.43,23.5,983831.0,20.28,20.56,19.96,20.0,1164209.0,30.3,30.54,30.05,30.46,64712,3.77,3.785,3.7,3.72,2596633.0,64.64,64.97,63.41,63.42,310799.0,57.0,57.425,56.66,56.77,383496.0,37.38,37.4834,37.03,37.18,564423.0,10.86,10.86,10.683,10.71,23487.0,3.8,3.871,3.77,3.79,29564.0,1.97,2.065,1.9698,2.03,37593.0
2024-07-10 04:00:00,10.81,10.87,10.755,10.84,1807482.0,23.45,23.59,23.3,23.34,1234452.0,20.07,20.46,19.9147,20.27,571250.0,30.3,30.69,30.1,30.68,37055,3.73,3.78,3.72,3.74,2098596.0,63.7,64.97,63.635,64.38,274008.0,57.01,57.54,56.66,57.19,1291799.0,37.47,38.205,37.42,37.99,422484.0,10.8896,11.13,10.66,10.8299,19998.0,3.78,3.88,3.78,3.81,23362.0,2.0,2.0599,2.0,2.03,20537.0
2024-07-11 04:00:00,10.84,10.87,10.725,10.84,1971730.0,23.0,23.38,22.79,23.36,1830190.0,20.29,20.3,19.73,19.94,589746.0,30.0,30.3,29.9,30.25,112635,3.77,3.79,3.73,3.78,2328618.0,64.68,64.79,63.86,64.23,276977.0,57.16,57.3856,55.76,56.83,1360516.0,37.78,37.79,37.15,37.49,417397.0,10.895,10.895,10.72,10.8902,5028.0,3.83,3.88,3.77,3.84,40163.0,2.1,2.1,2.0117,2.03,21580.0
2024-07-12 04:00:00,10.87,11.0,10.85,10.91,1993046.0,23.57,23.6799,23.23,23.54,1474988.0,20.03,20.1,19.59,19.61,593994.0,30.02,30.17,29.73,30.11,68146,3.82,3.8299,3.73,3.74,2870459.0,64.55,64.81,62.69,62.94,214895.0,57.08,57.49,55.51,55.69,541565.0,37.51,37.72,37.16,37.28,389097.0,11.1099,11.27,10.8,10.99,9533.0,3.81,3.81,3.75,3.78,31746.0,2.09,2.09,2.0101,2.05,33575.0
2024-07-15 04:00:00,10.98,11.175,10.96,11.01,1247104.0,23.52,23.855,23.365,23.58,891258.0,19.76,20.21,19.72,20.06,712958.0,29.82,30.59,29.59,30.48,55555,3.79,3.83,3.77,3.78,2335509.0,63.5,64.84,63.16,63.45,380019.0,56.18,57.24,55.89,56.7,550508.0,37.81,38.0895,37.69,37.74,335488.0,10.92,11.0301,10.7101,10.89,18204.0,3.81,3.8778,3.81,3.87,29550.0,2.05,2.08,2.05,2.07,28845.0
2024-07-16 04:00:00,11.05,11.125,10.985,11.09,1049406.0,23.71,23.875,23.56,23.8,678838.0,20.1,20.46,19.99,20.4,444677.0,30.51,31.0,30.24,30.98,33668,3.78,3.81,3.77,3.79,1552085.0,63.6,65.15,63.5,65.09,225519.0,57.01,57.4,56.37,57.19,492537.0,38.25,38.44,37.97,38.18,399786.0,11.0338,11.1066,10.8535,11.09,15684.0,3.84,3.9,3.8255,3.83,40104.0,2.21,2.21,2.0458,2.09,59274.0
2024-07-17 04:00:00,11.08,11.18,10.945,11.14,1947381.0,23.74,23.86,23.18,23.41,896839.0,20.3,20.35,19.83,20.08,619468.0,30.9,31.05,30.51,30.6,36336,3.8,3.815,3.705,3.72,3678683.0,64.97,65.02,62.76,63.32,227553.0,57.19,57.19,56.05,56.53,565390.0,38.0,38.03,37.04,37.45,384984.0,10.93,11.17,10.92,11.07,4841.0,3.8,3.83,3.75,3.7799,25537.0,2.1,2.2,2.1,2.14,99127.0
2024-07-18 04:00:00,11.16,11.18,10.995,11.17,1937440.0,23.8,23.8116,23.16,23.58,1763862.0,20.16,20.275,19.61,20.23,589330.0,30.51,30.51,29.85,30.03,53396,3.76,3.765,3.68,3.69,3305722.0,63.8,63.8,61.56,62.28,225158.0,56.78,56.78,54.5446,55.23,634748.0,37.64,37.695,36.84,37.37,391786.0,11.0762,11.0762,10.9,10.9,3135.0,3.76,3.76,3.66,3.7,28896.0,2.16,2.1883,2.0901,2.13,55112.0
2024-07-19 04:00:00,11.2,11.26,11.09,11.24,1378359.0,23.77,24.03,23.685,23.96,1609463.0,20.26,20.31,20.0,20.2,360261.0,30.07,30.49,30.0201,30.43,29064,3.71,3.75,3.71,3.74,1331524.0,62.49,62.78,61.88,62.77,160106.0,55.44,56.19,55.0,56.17,442618.0,37.45,37.88,37.325,37.76,533878.0,10.84,11.02,10.49,10.57,13215.0,3.67,3.7,3.54,3.6,30464.0,2.14,2.2,2.0939,2.13,39187.0
2024-07-22 04:00:00,11.31,12.03,11.29,12.02,2945838.0,24.33,25.65,24.32,25.55,2524347.0,20.36,21.29,20.3,21.27,640868.0,30.62,32.105,30.62,32.0,67534,3.75,3.91,3.74,3.89,4226685.0,62.79,66.06,62.79,65.62,329934.0,56.17,58.73,55.95,58.67,659992.0,37.87,39.71,37.83,39.66,699413.0,10.83,10.83,10.34,10.34,9374.0,3.59,3.67,3.59,3.67,24096.0,2.28,2.28,2.09,2.16,177304.0
2024-07-23 04:00:00,11.88,12.08,11.77,12.05,2198074.0,25.1,25.45,25.0,25.25,1124384.0,21.28,21.375,21.03,21.3,437052.0,31.87,32.62,31.49,32.47,100631,3.88,3.9,3.83,3.87,2074159.0,65.15,66.25,64.52,65.93,231224.0,58.34,58.5909,57.695,58.01,481026.0,39.87,40.47,39.4113,40.45,496646.0,10.57,10.57,10.2101,10.3591,2915.0,3.7,3.8,3.65,3.77,19949.0,2.16,2.16,2.13,2.16,14739.0
2024-07-24 04:00:00,11.96,11.97,11.59,11.6,2334440.0,25.43,25.43,24.52,24.52,1486268.0,21.42,21.5,20.735,20.77,505571.0,32.25,32.25,31.32,31.52,93899,3.87,3.87,3.74,3.74,1742211.0,65.76,65.855,64.16,64.2,185484.0,58.01,58.04,56.43,56.5,410514.0,40.04,40.06,38.41,38.44,601019.0,10.39,10.39,9.898,9.898,4744.0,3.77,4.05,3.77,3.86,47918.0,2.11,2.195,2.11,2.16,85076.0
2024-07-25 04:00:00,11.64,11.64,11.325,11.33,1934248.0,24.34,24.39,23.78,23.85,1109256.0,20.75,20.93,20.41,20.81,1252515.0,31.18,31.32,30.8,31.11,80466,3.75,3.77,3.71,3.73,1777859.0,64.01,64.15,62.6,62.86,257821.0,56.5,56.5,55.13,55.22,606355.0,38.4,38.4,37.46,37.55,472540.0,9.51,10.9,9.51,10.6701,14541.0,3.84,3.875,3.75,3.81,13581.0,2.2,2.21,2.14,2.19,64254.0
2024-07-26 04:00:00,11.4,11.57,11.25,11.54,1545569.0,23.91,23.91,23.52,23.59,825976.0,20.98,20.98,20.33,20.53,540427.0,31.25,31.25,30.83,31.16,35147,3.74,3.74,3.61,3.64,4904460.0,63.21,63.304,62.0801,62.61,165377.0,55.42,55.42,54.45,54.84,407409.0,37.5,37.61,37.085,37.5,446775.0,10.9,11.0699,10.2449,10.77,3481.0,3.81,3.85,3.7504,3.78,10865.0,2.22,2.22,2.17,2.21,26585.0
2024-07-29 04:00:00,11.69,11.78,11.5,11.7,1785878.0,24.3,24.4,23.9,23.99,980355.0,20.8,21.08,20.62,20.9,538292.0,31.25,31.87,31.25,31.78,39312,3.68,3.68,3.61,3.63,1903417.0,63.57,64.88,62.58,63.1,201590.0,55.75,56.2216,54.85,55.27,460026.0,38.76,38.95,37.8,37.95,384345.0,10.28,10.6078,10.28,10.6078,1837.0,3.77,3.875,3.7,3.72,20342.0,2.15,2.2,2.12,2.12,81234.0
2024-07-30 04:00:00,11.61,11.7,11.53,11.67,3026822.0,23.83,24.34,23.7879,24.18,1145830.0,20.78,21.06,20.78,20.92,585725.0,31.29,32.1,31.225,31.89,56832,3.63,3.7099,3.59,3.68,2055644.0,62.85,64.09,62.72,63.23,251815.0,55.25,56.04,55.23,55.3,480874.0,38.02,38.28,37.77,38.03,346740.0,10.6,10.6001,10.6,10.6,1743.0,3.64,3.7081,3.632,3.675,17352.0,2.15,2.15,2.06,2.09,61837.0
2024-07-31 04:00:00,11.76,11.82,11.6,11.75,2060497.0,24.62,24.77,24.45,24.61,1013791.0,22.09,22.7,21.37,21.68,1175768.0,32.15,32.63,32.05,32.49,58421,3.7,3.76,3.695,3.73,1819394.0,64.23,65.89,64.13,65.44,250908.0,56.13,56.66,55.8,56.0,467284.0,38.81,39.04,38.4,38.68,334369.0,10.2,10.2,9.66,9.99,14085.0,3.68,3.7039,3.6501,3.68,20386.0,2.0687,2.11,2.03,2.09,36272.0
2024-08-01 04:00:00,11.72,11.73,11.461,11.54,2923572.0,24.87,24.87,24.02,24.19,1346583.0,21.41,21.52,20.55,20.79,866757.0,32.37,32.37,31.44,31.63,54455,3.72,3.73,3.6,3.63,2218854.0,63.55,65.0,60.01,61.65,757420.0,55.97,56.145,53.825,54.44,772169.0,38.63,38.64,37.66,37.84,474188.0,9.77,9.8268,9.6787,9.68,3904.0,3.67,3.74,3.5169,3.59,24945.0,2.09,2.09,2.03,2.035,30874.0
2024-08-02 04:00:00,11.22,11.28,11.1,11.25,3501117.0,23.24,23.405,22.71,23.3,1903021.0,20.2,20.21,19.63,19.84,727417.0,29.85,30.18,29.31,29.4,166868,3.61,3.61,3.47,3.53,3720747.0,59.7,60.43,57.95,58.09,470835.0,53.24,53.28,51.62,51.85,749736.0,37.19,37.2,35.89,36.5,818917.0,9.51,9.645,9.1037,9.2491,11674.0,3.52,3.6486,3.3,3.485,57375.0,2.04,2.04,1.95,1.955,137776.0
2024-08-05 04:00:00,10.73,11.03,10.52,10.96,3348297.0,22.0,22.68,21.74,22.17,2598150.0,18.5,19.35,18.21,19.28,999503.0,28.0,29.25,27.75,29.01,72782,3.4,3.5,3.31,3.48,3154799.0,54.8,56.36,52.78,56.07,587182.0,49.25,50.56,47.85,50.27,741181.0,34.72,35.81,34.11,35.48,818321.0,8.56,8.875,8.1,8.8599,20605.0,3.23,3.4,3.0,3.375,165493.0,1.95,1.97,1.86,1.9,131172.0
2024-08-06 04:00:00,11.0,11.135,10.85,11.1,1485101.0,22.27,22.89,22.063,22.8,1002125.0,19.33,19.73,18.81,19.67,690610.0,28.74,29.6,28.59,29.4,53770,3.49,3.5,3.43,3.48,1909682.0,56.11,57.01,54.955,56.58,337149.0,50.26,51.85,49.49,51.17,594835.0,35.34,36.92,35.235,36.76,476383.0,8.605,8.9499,8.605,8.7978,10577.0,3.4,3.53,3.26,3.34,28266.0,1.92,1.93,1.8901,1.92,107167.0
2024-08-07 04:00:00,11.25,11.25,10.895,10.95,1550585.0,23.52,23.53,22.76,22.76,1740005.0,20.0,20.0,19.0,19.17,546269.0,29.74,30.16,29.35,29.35,55391,3.53,3.54,3.45,3.47,1390243.0,57.43,57.43,54.74,55.65,278472.0,50.51,51.5,48.53,49.04,1363290.0,37.04,37.04,36.08,36.24,366675.0,8.865,8.865,8.575,8.575,3162.0,3.33,3.4,3.31,3.35,25699.0,1.935,2.07,1.9,1.98,59761.0
2024-08-08 04:00:00,11.0,11.02,10.76,10.96,1707485.0,22.91,23.14,22.67,23.11,1208263.0,19.26,19.675,19.15,19.5,441509.0,29.56,29.69,29.21,29.62,32766,3.48,3.5,3.43,3.5,1515544.0,55.65,55.68,54.18,55.33,453995.0,49.13,49.6799,48.38,49.35,746852.0,36.42,36.915,36.01,36.78,369193.0,8.58,9.0,8.58,8.7486,5233.0,3.35,3.475,3.3,3.37,75759.0,1.94,1.965,1.91,1.95,31460.0
2024-08-09 04:00:00,10.95,10.95,10.805,10.92,1562374.0,23.14,23.19,22.93,23.06,1033719.0,19.5,19.5,19.235,19.32,345324.0,30.02,30.89,29.6146,30.47,124871,3.5,3.53,3.47,3.51,1355570.0,55.17,55.43,54.79,55.32,243683.0,49.13,49.7,48.86,49.12,638734.0,36.63,37.08,36.41,36.93,281920.0,8.73,8.97,8.65,8.93,11294.0,3.38,3.5099,3.32,3.425,28635.0,1.93,1.98,1.93,1.96,42619.0
2024-08-12 04:00:00,10.995,11.265,10.995,11.13,1974507.0,23.67,23.86,23.52,23.67,1364139.0,19.41,19.7097,19.32,19.44,454554.0,30.06,30.795,29.82,30.49,86789,3.53,3.6,3.52,3.58,1780351.0,55.35,56.06,54.855,55.06,251973.0,49.4,50.205,49.3,49.72,520856.0,37.0,37.53,37.0,37.17,318956.0,8.77,9.1463,8.77,9.09,9651.0,3.43,3.65,3.4,3.6,54459.0,1.96,1.96,1.9206,1.95,19027.0
2024-08-13 04:00:00,10.81,10.89,10.57,10.75,4495521.0,23.58,23.58,23.33,23.53,1039180.0,19.47,19.515,19.19,19.46,423141.0,30.24,30.38,29.7798,30.26,77499,3.57,3.575,3.51,3.53,2079261.0,55.06,55.325,54.29,55.1,313175.0,49.52,49.56,48.8,49.17,607291.0,37.34,37.34,36.97,37.17,418966.0,9.58,9.58,9.07,9.53,22096.0,3.59,3.62,3.4996,3.57,35321.0,1.95,2.0099,1.9145,1.99,36466.0
2024-08-14 04:00:00,10.835,11.01,10.8,10.91,2725011.0,23.99,24.165,23.78,23.96,1002505.0,19.57,19.6999,19.27,19.51,398448.0,30.19,30.68,30.08,30.5,55914,3.54,3.595,3.53,3.54,1140170.0,55.53,55.93,54.84,54.99,272244.0,49.7,50.15,49.29,49.72,498751.0,37.5,37.87,37.09,37.38,502832.0,9.53,9.577,9.14,9.45,2787.0,3.56,3.586,3.22,3.34,237844.0,1.98,2.04,1.96,2.04,48848.0
2024-08-15 04:00:00,11.13,11.48,11.1,11.35,3096115.0,24.56,25.04,24.39,24.81,1265860.0,19.92,20.15,19.765,20.01,575741.0,30.75,31.69,30.75,31.52,66304,3.57,3.66,3.57,3.64,1616324.0,55.98,58.03,55.67,57.19,311699.0,50.52,51.22,50.18,50.8,627609.0,37.82,38.13,37.11,37.67,1230451.0,9.24,9.59,9.2,9.3001,8986.0,3.3,3.5,3.3,3.5,38951.0,2.03,2.03,1.96,1.985,38284.0
2024-08-16 04:00:00,11.36,11.525,11.3,11.35,2394324.0,25.14,25.3,24.89,25.16,1412927.0,20.01,20.168,19.72,19.75,466117.0,31.37,31.71,31.215,31.58,82303,3.65,3.72,3.65,3.7,2270546.0,57.39,58.17,56.87,57.85,262032.0,50.87,51.38,50.63,50.69,440860.0,37.45,37.67,37.18,37.27,945765.0,9.43,9.6799,9.21,9.525,3467.0,3.49,3.55,3.45,3.5,24132.0,1.9953,2.0112,1.96,1.97,16535.0
2024-08-19 04:00:00,11.17,11.37,11.16,11.3,2222165.0,25.13,25.33,24.94,25.13,1238713.0,19.74,19.93,19.435,19.47,391779.0,31.5,32.04,31.08,31.49,123148,3.7,3.715,3.63,3.64,1686536.0,57.7,58.5,56.76,56.97,236808.0,50.67,51.29,50.2,50.45,469399.0,37.73,38.91,37.73,38.39,1023426.0,9.5,9.6201,9.3,9.365,12300.0,3.43,3.58,3.43,3.53,37547.0,2.0,2.0,1.902,1.94,58968.0
2024-08-20 04:00:00,11.22,11.24,11.1,11.11,1577400.0,24.82,24.87,24.36,24.45,1025557.0,19.28,19.4,19.06,19.15,510216.0,31.24,31.3274,30.82,30.96,105124,3.64,3.66,3.59,3.6,1462239.0,56.59,56.745,55.77,56.02,213636.0,50.23,50.6,49.91,50.25,597069.0,38.01,38.25,37.7,37.9,919292.0,9.47,9.47,9.2,9.3,34497.0,3.52,3.5664,3.48,3.495,20344.0,1.945,1.95,1.905,1.95,49277.0
2024-08-21 04:00:00,11.23,11.27,11.05,11.08,2057752.0,24.66,24.76,24.42,24.5,860537.0,19.12,19.22,18.63,18.68,856524.0,30.1,30.6099,29.96,30.37,94011,3.63,3.63,3.59,3.62,1611608.0,56.33,56.5,55.335,55.43,149139.0,50.51,50.9826,49.82,50.2,504895.0,38.408,38.41,37.865,37.9,671510.0,9.32,9.43,8.88,9.0788,15418.0,3.45,3.75,3.45,3.73,31674.0,1.94,2.0,1.92,1.97,25806.0
2024-08-22 04:00:00,11.06,11.06,10.815,10.84,1905323.0,24.38,24.38,23.84,23.87,750301.0,18.69,18.86,18.58,18.63,452778.0,30.31,30.52,29.96,29.98,53385,3.63,3.63,3.56,3.56,858037.0,55.4,55.8375,54.71,54.81,213407.0,50.27,50.34,49.78,49.97,767531.0,37.99,38.09,37.33,37.37,1018758.0,9.05,9.05,8.9548,8.9548,1554.0,3.74,3.75,3.67,3.7,16143.0,2.03,2.03,1.9702,2.0,31372.0
2024-08-23 04:00:00,10.61,10.955,10.5202,10.67,1761370.0,23.98,24.46,23.91,24.0,1366353.0,18.71,19.199,18.67,18.76,445935.0,29.95,30.54,29.89,30.41,40778,3.6,3.65,3.58,3.63,1262636.0,54.73,56.475,54.73,55.71,258158.0,50.14,51.37,50.14,50.88,546703.0,37.89,38.445,37.6,38.32,761484.0,8.85,9.1,8.85,8.99,15117.0,3.68,3.8,3.61,3.61,43940.0,2.0,2.05,1.97,1.97,33578.0
2024-08-26 04:00:00,10.75,10.905,10.7,10.77,1753609.0,24.12,24.5,24.05,24.16,1186239.0,18.93,19.24,18.89,19.01,389755.0,30.6,31.49,30.51,30.99,122828,3.65,3.695,3.65,3.65,2651311.0,56.1,57.05,55.73,55.91,213989.0,51.45,52.18,50.97,51.12,466856.0,38.48,38.9799,38.3895,38.58,750885.0,8.88,9.38,8.778,9.0,17635.0,3.61,3.7,3.61,3.64,15828.0,2.02,2.02,1.95,1.98,43093.0
2024-08-27 04:00:00,10.73,10.78,10.6,10.76,1062435.0,24.05,24.07,23.56,23.87,2605712.0,18.93,19.12,18.84,19.11,297687.0,30.68,31.0,30.41,30.74,86331,3.65,3.67,3.61,3.66,1856139.0,55.83,56.3,55.312,56.27,210902.0,50.9,51.23,50.56,51.1,354032.0,38.68,38.81,38.1687,38.6,880177.0,8.8,8.99,8.8,8.8409,6241.0,3.65,3.71,3.49,3.55,54202.0,2.0,2.0683,1.9601,2.0574,23658.0
2024-08-28 04:00:00,10.68,10.71,10.425,10.55,1448957.0,23.5,23.55,23.005,23.34,1165765.0,19.0,19.09,18.65,18.91,697219.0,30.66,30.66,30.1,30.1,84329,3.63,3.655,3.55,3.6,2278722.0,55.81,55.82,54.412,55.49,202083.0,50.86,51.0,49.77,50.55,523859.0,38.02,38.04,36.48,37.12,1612973.0,8.71,8.925,8.71,8.9,2102.0,3.53,3.58,3.35,3.38,24573.0,2.1,2.1,1.965,1.97,63363.0
2024-08-29 04:00:00,10.6,10.665,10.48,10.64,1472524.0,23.35,23.52,23.15,23.32,1568711.0,19.01,19.01,18.72,18.94,391623.0,30.33,30.79,30.21,30.71,30633,3.69,3.73,3.595,3.65,2981280.0,55.95,55.95,54.72,55.45,236912.0,50.84,50.885,50.085,50.74,429645.0,35.82,36.19,35.53,36.03,761061.0,8.96,9.1232,8.6,8.79,10702.0,3.34,3.5,3.33,3.33,51215.0,1.9701,2.0799,1.9701,2.0,20822.0
2024-08-30 04:00:00,10.75,11.075,10.72,10.83,2265627.0,23.76,24.64,23.72,24.14,2469720.0,18.66,18.96,18.57,18.88,427456.0,31.05,31.72,31.05,31.46,84705,3.66,3.77,3.6401,3.72,2979242.0,56.39,57.28,56.2125,56.88,235853.0,51.19,52.63,51.1,51.83,808886.0,36.29,36.71,35.7,36.09,790065.0,9.22,9.22,8.55,8.7,4586.0,3.29,3.4196,3.29,3.41,21139.0,1.975,1.9907,1.96,1.98,39427.0
2024-09-03 04:00:00,10.63,10.68,10.42,10.43,1507374.0,23.4,23.41,22.75,23.0,3044018.0,18.44,18.495,17.55,17.61,849263.0,30.68,30.68,30.0,30.25,123171,3.69,3.69,3.605,3.67,3056170.0,56.01,56.33,54.08,54.3,337920.0,51.0,51.14,49.78,49.85,713700.0,35.46,35.46,33.84,33.89,1406056.0,8.86,8.86,8.04,8.04,4465.0,3.49,3.6299,3.3077,3.38,40696.0,1.98,1.98,1.93,1.955,49336.0
2024-09-04 04:00:00,10.38,10.49,10.28,10.34,1302165.0,22.45,22.81,22.22,22.23,2735866.0,17.61,17.8,17.5,17.63,508502.0,29.86,30.6,29.7612,30.01,54191,3.64,3.66,3.56,3.62,2653958.0,53.96,54.85,53.25,53.73,246720.0,49.63,50.255,49.15,49.82,617065.0,33.91,34.485,33.89,33.94,628467.0,7.81,8.4399,7.65,8.0,5947.0,3.32,3.4,3.3124,3.4,17379.0,1.95,1.96,1.93,1.96,12645.0
2024-09-05 04:00:00,10.35,10.48,10.33,10.43,2849340.0,22.39,22.54,22.215,22.27,1895549.0,17.53,17.68,17.37,17.41,424421.0,29.65,30.0999,29.6,29.96,65067,3.62,3.65,3.6,3.64,1257690.0,53.85,54.42,53.36,53.71,239079.0,49.87,50.33,49.52,49.64,471312.0,33.42,33.8,33.07,33.21,958777.0,8.02,8.1982,7.8,8.14,7915.0,3.35,3.435,3.25,3.31,67732.0,1.95,2.03,1.9376,1.965,60561.0
2024-09-06 04:00:00,10.47,10.605,10.35,10.51,2470999.0,22.58,22.82,22.145,22.22,2120291.0,17.38,17.51,17.11,17.22,396861.0,30.09,30.37,30.0,30.17,30691,3.64,3.651,3.58,3.6,1707849.0,53.71,54.49,53.07,53.4,186029.0,49.7,50.52,49.43,49.86,595941.0,33.42,33.71,32.9,33.04,635422.0,8.0,8.29,7.785,7.785,4040.0,3.31,3.3699,3.26,3.28,24496.0,1.99,1.99,1.95,1.98,9973.0
2024-09-09 04:00:00,10.3,10.4181,10.291,10.31,2080744.0,22.0,22.3592,21.88,22.23,1350683.0,17.25,17.385,16.97,17.15,505717.0,29.43,30.3,29.37,29.92,112749,3.6,3.61,3.54,3.56,1965971.0,53.67,54.46,53.415,53.99,258284.0,49.45,49.95,49.2,49.4,707929.0,32.91,33.29,32.74,33.12,578883.0,7.65,8.23,7.65,8.22,6640.0,3.21,3.3706,3.21,3.35,27739.0,1.98,1.98,1.88,1.91,32252.0
2024-09-10 04:00:00,10.4,10.4,10.14,10.25,2575688.0,22.38,22.44,21.555,21.8,1723167.0,17.17,17.25,16.615,16.83,372110.0,30.32,30.32,29.46,29.68,48973,3.56,3.565,3.49,3.53,2364956.0,54.11,54.11,52.13,52.85,254832.0,49.53,49.58,47.4,48.23,1083703.0,33.09,33.09,32.2588,32.57,610054.0,7.88,8.355,7.84,7.99,3454.0,3.31,3.3575,3.2,3.3,79367.0,1.91,1.945,1.87,1.8955,30148.0
2024-09-11 04:00:00,10.29,10.655,10.29,10.63,2218239.0,22.12,22.39,21.83,22.29,1669130.0,16.82,17.06,16.82,16.98,333545.0,29.71,30.22,29.6336,29.99,68445,3.54,3.6,3.52,3.59,1801029.0,52.94,54.0,52.68,53.96,231151.0,47.61,48.15,47.08,47.67,832087.0,32.8,33.52,32.6643,33.26,604840.0,7.99,8.26,7.65,8.12,8844.0,3.2799,3.4,3.245,3.38,34611.0,1.91,1.91,1.75,1.85,40948.0
2024-09-12 04:00:00,10.9,11.03,10.67,10.93,3583278.0,22.64,23.155,22.4,22.82,1922824.0,17.18,17.68,17.14,17.39,423026.0,31.63,32.0,31.355,31.85,385592,3.54,3.64,3.535,3.61,2096965.0,54.39,55.75,53.77,55.06,285981.0,48.65,50.22,48.6,49.13,646112.0,33.47,34.18,33.43,33.69,805681.0,8.042172,8.2,7.97,7.97,4462.0,3.38,3.59,3.26,3.48,34628.0,1.91,1.94,1.865,1.865,65908.0
2024-09-13 04:00:00,11.0,11.195,10.895,10.95,2043543.0,22.56,22.95,22.32,22.37,2013139.0,17.5,17.759,17.34,17.44,288387.0,31.97,32.68,31.83,32.36,193600,3.61,3.685,3.6,3.63,1823734.0,55.6,56.6,55.09,55.11,208443.0,49.49,50.305,49.21,49.32,476373.0,33.85,34.67,33.85,34.05,650552.0,8.17,8.17,7.87,8.0441,7874.0,3.46,3.475,3.34,3.38,44007.0,1.91,1.93,1.85,1.905,46737.0
2024-09-16 04:00:00,11.07,11.17,11.03,11.17,1352326.0,22.92,23.32,22.725,23.22,1849821.0,17.62,17.85,17.54,17.67,291337.0,33.03,33.405,32.87,33.32,143689,3.66,3.69,3.64,3.67,1404261.0,55.3,56.4,55.12,56.21,235292.0,49.76,50.61,49.64,50.58,568789.0,34.76,35.16,34.56,35.01,604934.0,8.19,8.49,7.97,8.49,3934.0,3.35,3.465,3.35,3.45,14344.0,1.93,1.93,1.85,1.86,34053.0
