,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-01 04:00:00,11.95,12.03,11.83,11.85,1524427.0,22.41,24.12,22.3,22.87,2271986.0,11.85,12.0812,11.85,12.02,310129.0,29.24,29.85,29.1,29.44,110036,3.14,3.37,3.13,3.35,7778852.0,50.45,51.44,50.345,51.04,296833.0,45.75,46.68,45.65,46.13,400708.0,21.04,21.66,20.875,21.34,828756.0,5.87,6.0,5.7728,5.83,3982.0,3.19,4.48,3.19,4.2,1450660.0,1.89,1.97,1.82,1.95,84725.0
2025-10-02 04:00:00,11.89,11.89,11.55,11.74,2114023.0,22.78,22.78,22.28,22.7,1527188.0,11.99,12.01,11.77,11.9,463418.0,29.49,29.5,28.34,28.74,172568,3.34,3.37,3.2712,3.33,4088085.0,50.85,50.85,49.48,50.14,394116.0,45.95,46.105,45.06,46.05,379322.0,21.51,21.51,21.14,21.3,338546.0,5.84,5.9484,5.6733,5.75,3805.0,4.25,4.94,3.56,4.11,863845.0,1.96,1.96,1.85,1.89,86205.0
2025-10-03 04:00:00,11.8,11.925,11.755,11.85,1688607.0,23.05,23.22,22.82,23.16,1554658.0,11.85,12.08,11.802,12.08,603015.0,29.51,29.55,28.9803,29.44,83832,3.35,3.36,3.285,3.33,4180875.0,50.46,51.47,50.14,51.45,380049.0,46.61,47.14,46.37,47.09,343786.0,21.34,21.98,21.31,21.93,603829.0,5.49,5.9585,5.49,5.74,14197.0,4.11,4.3,4.06,4.11,168231.0,1.92,1.92,1.8601,1.89,61622.0
2025-10-06 04:00:00,11.71,11.81,11.6,11.62,1351108.0,22.81,23.12,22.71,22.98,2880232.0,12.1,12.13,11.69,11.7,439580.0,29.09,29.39,29.04,29.2,100774,3.34,3.36,3.28,3.29,1780721.0,51.17,51.205,50.365,50.55,360022.0,46.64,46.89,45.96,46.04,596701.0,21.8,21.845,21.35,21.38,606219.0,5.74,5.75,5.6,5.69,7631.0,4.24,4.4521,4.2,4.26,349814.0,1.92,1.92,1.87,1.9,53580.0
2025-10-07 04:00:00,11.51,11.5103,11.265,11.45,1613894.0,22.37,22.47,21.52,21.94,3117110.0,11.64,11.69,11.375,11.45,521655.0,28.6,28.6,27.74,28.2,127690,3.27,3.27,3.19,3.24,2756316.0,50.06,50.15,48.21,49.07,384818.0,45.48,45.56,43.7549,44.35,658136.0,20.88,20.88,20.32,20.39,891060.0,5.66,5.894,5.6215,5.85,13044.0,4.25,4.4886,4.12,4.4,133542.0,1.9,1.93,1.87,1.89,51911.0
2025-10-08 04:00:00,11.55,11.55,11.3,11.47,1656547.0,22.08,22.355,21.71,22.25,2029667.0,11.52,11.53,11.165,11.24,418998.0,28.3,28.5,27.93,28.45,94766,3.26,3.26,3.19,3.24,2223398.0,49.78,49.78,48.585,49.24,513947.0,44.68,44.72,43.45,44.11,504611.0,20.502,20.56,20.11,20.27,464917.0,5.85,5.925,5.85,5.925,3876.0,4.42,4.44,4.2,4.37,112217.0,1.91,1.91,1.87,1.89,97256.0
2025-10-09 04:00:00,11.63,11.95,11.6,11.75,2049836.0,22.72,23.245,22.68,22.99,3105846.0,11.29,11.5,11.26,11.36,372766.0,28.88,29.46,28.6,29.25,128267,3.25,3.35,3.25,3.3,2598795.0,50.16,51.52,49.6068,50.42,916069.0,44.61,45.06,44.02,44.71,454711.0,20.39,20.67,20.35,20.51,480827.0,5.8265,5.9962,5.6717,5.81,4005.0,4.39,4.452,4.33,4.36,45738.0,1.9,2.02,1.87,1.9,248617.0
2025-10-10 04:00:00,11.6,11.78,11.4,11.41,2262900.0,22.73,23.25,22.58,22.73,2410088.0,11.23,11.37,10.94,10.99,478698.0,29.14,29.84,28.83,28.89,155331,3.27,3.33,3.205,3.22,2219767.0,50.31,50.905,49.085,49.13,347931.0,44.01,44.6,43.16,43.5,511906.0,20.4,20.66,19.83,19.85,558556.0,5.8,5.84,5.735,5.83,10250.0,4.32,4.39,4.07,4.16,84764.0,1.89,1.9394,1.829,1.84,114803.0
2025-10-13 04:00:00,11.5,11.625,11.265,11.38,1435328.0,23.06,23.385,22.395,22.79,2889352.0,11.08,11.215,11.0122,11.15,392183.0,29.37,30.0,29.2344,29.39,163027,3.21,3.26,3.19,3.23,2458646.0,49.6,50.31,48.89,49.47,491804.0,44.0,44.47,43.5875,43.95,343346.0,19.86,20.095,19.75,19.82,624973.0,5.54,6.08,5.54,5.85,3956.0,4.22,4.39,4.15,4.33,86288.0,1.9,1.9312,1.8501,1.91,92099.0
2025-10-14 04:00:00,10.93,11.35,10.83,11.2,2036525.0,21.31,22.36,21.283,22.01,3948259.0,10.83,11.01,10.77,10.92,508386.0,28.44,29.13,28.1,28.87,157636,3.15,3.21,3.1,3.18,3444524.0,48.42,49.005,47.18,48.82,588954.0,42.82,43.71,42.26,43.29,343442.0,19.45,19.63,19.35,19.47,489728.0,6.0,6.057,5.6168,5.65,10199.0,4.25,4.27,4.11,4.13,39983.0,1.91,1.9214,1.85,1.89,63630.0
2025-10-15 04:00:00,11.38,11.71,11.38,11.66,1762602.0,22.61,22.865,22.52,22.74,2123609.0,11.07,11.26,11.022,11.26,493458.0,29.4,29.84,29.32,29.81,107746,3.23,3.29,3.21,3.26,1956944.0,49.6,50.9,49.17,50.86,481472.0,44.0,44.49,43.62,43.98,431632.0,19.62,19.93,19.62,19.85,496274.0,5.9999,6.0,5.78,6.0,7633.0,4.08,4.3,4.08,4.23,58460.0,1.89,1.94,1.83,1.8401,82718.0
2025-10-16 04:00:00,11.83,12.21,11.77,11.88,1977880.0,23.08,23.71,22.85,23.01,3421387.0,11.31,11.655,11.19,11.21,801861.0,30.26,30.93,30.26,30.53,125689,3.29,3.44,3.29,3.38,4350027.0,51.06,53.46,50.97,52.42,655517.0,44.51,46.08,44.25,44.71,1029421.0,20.41,20.7891,20.335,20.44,491886.0,6.0,6.097,5.6275,6.05,8141.0,4.22,4.26,4.1401,4.15,36753.0,1.85,1.89,1.85,1.89,57479.0
2025-10-17 04:00:00,11.84,12.25,11.79,12.11,1650702.0,22.84,23.545,22.71,23.36,1997419.0,11.16,11.56,11.08,11.49,492077.0,30.2,31.015,30.2,30.83,98886,3.34,3.53,3.33,3.48,3669944.0,51.94,54.24,51.8282,53.86,571265.0,45.22,46.44,44.73,46.11,493245.0,20.26,20.77,20.13,20.7,410285.0,5.9,6.048,5.8,5.87,11431.0,4.16,4.1704,3.91,4.09,52672.0,1.9,1.9,1.85,1.86,35220.0
2025-10-20 04:00:00,12.2,12.49,12.135,12.16,1722541.0,23.58,23.9,23.44,23.52,2216594.0,11.54,11.83,11.54,11.77,677675.0,31.11,31.8,31.11,31.3,157426,3.5,3.59,3.5,3.54,2785051.0,54.93,56.48,54.66,55.47,772211.0,46.33,47.3171,46.02,46.33,337277.0,20.85,21.12,20.765,20.99,532856.0,5.9,6.1,5.79,5.86,8552.0,4.09,4.19,4.04,4.05,26824.0,1.87,1.998,1.87,1.99,182562.0
2025-10-21 04:00:00,12.05,12.0685,11.88,11.92,1378028.0,23.1,23.17,22.775,22.83,1691675.0,11.62,11.76,11.5,11.5,391317.0,31.0,31.22,30.665,31.09,99021,3.5,3.53,3.45,3.47,2769017.0,55.0,55.09,53.57,53.79,387161.0,45.94,46.18,45.17,45.24,334827.0,20.68,20.71,20.34,20.44,394146.0,6.05,6.05,5.8692,5.88,14100.0,3.99,4.12,3.95,4.02,24427.0,1.99,2.0,1.93,1.9501,79872.0
2025-10-22 04:00:00,11.93,12.32,11.8607,12.25,1373086.0,22.69,23.59,22.465,23.59,2698107.0,11.6,11.92,11.53,11.91,319946.0,30.68,32.23,30.58,32.2,173512,3.45,3.51,3.3849,3.51,2304343.0,53.66,56.6,53.2602,56.59,638065.0,45.79,46.56,44.84,46.53,350876.0,20.45,20.93,20.34,20.89,459946.0,5.76,6.0513,5.76,6.0513,20108.0,3.96,4.01,3.84,3.95,74177.0,1.96,1.96,1.9,1.94,26076.0
2025-10-23 04:00:00,12.56,12.93,12.56,12.62,4079903.0,23.9,24.63,23.845,24.35,5004479.0,12.12,12.65,12.12,12.56,621341.0,32.43,33.14,32.32,33.1,327667,3.55,3.62,3.54,3.55,2664524.0,57.45,59.2,57.28,58.91,845115.0,47.62,49.58,47.44,49.43,653596.0,21.4,21.86,21.4,21.75,496863.0,6.0287,6.16,5.98,6.0638,4716.0,3.95,4.05,3.95,3.95,19065.0,1.9,2.0388,1.9,1.97,100102.0
2025-10-24 04:00:00,12.6,12.77,12.39,12.5,1572333.0,23.91,24.2,23.415,23.54,3328795.0,12.46,12.59,12.16,12.21,554193.0,32.55,33.29,32.055,32.5,237907,3.54,3.6,3.53,3.57,2207649.0,58.54,59.96,58.45,58.78,524811.0,49.0,49.8,47.88,48.27,475225.0,21.45,21.78,21.11,21.15,371519.0,5.99,5.99,5.99,5.99,731.0,3.95,4.05,3.92,3.97,38081.0,2.01,2.16,1.99,2.03,689811.0
2025-10-27 04:00:00,12.51,12.76,12.49,12.73,1611888.0,23.72,23.84,23.435,23.84,1271357.0,12.23,12.41,12.14,12.3,351324.0,32.61,33.32,32.32,33.3,124929,3.57,3.5905,3.52,3.58,1914210.0,59.18,59.43,58.210066,59.31,301722.0,48.02,48.73,47.8401,48.68,277256.0,21.15,21.1657,20.56,21.05,785230.0,5.92,6.17,5.92,6.02,14522.0,3.97,3.97,3.77,3.8,54052.0,2.07,2.07,1.98,2.01,153595.0
2025-10-28 04:00:00,12.86,12.96,12.78,12.9,2404162.0,24.1,24.49,23.93,24.23,1597298.0,12.4,12.725,12.3901,12.63,467219.0,33.52,33.84,33.1,33.55,209628,3.6,3.71,3.58,3.7,3445741.0,59.59,60.59,59.07,59.71,388294.0,48.71,49.74,48.3801,49.63,439762.0,21.37,21.68,21.26,21.66,361627.0,5.9852,6.21,5.9708,6.12,3696.0,3.8,3.94,3.76,3.87,22195.0,2.04,2.06,1.99,2.0,142609.0
2025-10-29 04:00:00,13.0,13.19,12.93,13.05,2316248.0,24.7,25.07,24.54,24.75,2317293.0,12.74,12.83,12.49,12.57,532830.0,34.0,34.41,33.83,34.29,304931,3.72,3.775,3.68,3.7,3475652.0,59.73,61.17,59.6034,60.29,600755.0,50.05,51.17,49.88,50.72,520246.0,21.8,22.23,21.7,21.74,361243.0,5.7605,6.19,5.76,6.095,13139.0,3.87,3.89,3.79,3.79,27252.0,2.0,2.02,1.99,2.01,91348.0
2025-10-30 04:00:00,12.89,13.36,12.87,13.1,2952680.0,24.74,24.86,24.35,24.37,1986674.0,12.48,12.53,12.38,12.46,414964.0,33.91,34.4399,33.88,34.2,268770,3.68,3.74,3.65,3.67,2701411.0,57.99,60.55,57.68,58.84,514738.0,51.29,51.29,49.67,50.25,424207.0,21.67,21.925,21.61,21.64,280605.0,6.0,6.11,5.98,6.1,4092.0,3.75,3.7641,3.67,3.7,24371.0,2.02,2.02,1.98,2.0,50351.0
2025-10-31 04:00:00,13.25,13.29,12.98,13.28,2153037.0,24.58,25.16,24.425,25.04,2708574.0,12.53,12.59,12.37,12.59,397986.0,34.34,35.6,33.99,35.56,429562,3.69,3.7,3.62,3.68,2389857.0,59.1,61.25,58.6,61.0,472196.0,50.7,51.29,49.75,51.23,406267.0,21.62,22.02,21.49,21.95,294442.0,6.15,6.15,6.0,6.0,5305.0,3.69,3.7388,3.57,3.57,24838.0,2.07,2.13,2.03,2.09,338038.0
2025-11-03 05:00:00,13.23,13.38,12.96,13.04,2205727.0,24.48,24.62,23.96,24.24,2436362.0,12.53,12.6049,12.362,12.47,443379.0,34.49,34.8,33.66,34.37,265442,3.67,3.7,3.62,3.63,1709530.0,60.72,60.97,59.76,60.61,427885.0,51.13,51.15,50.11,50.42,457132.0,21.86,21.95,21.55,21.67,413057.0,6.09,6.09,5.9,5.95,6975.0,3.56,3.6592,3.56,3.62,51272.0,2.1,2.15,2.0702,2.12,251045.0
2025-11-04 05:00:00,12.66,12.87,12.52,12.86,1512134.0,23.39,23.47,23.03,23.28,3164134.0,12.2,12.365,12.03,12.28,432009.0,33.04,33.46,32.64,33.32,274285,3.55,3.5754,3.5,3.52,1992583.0,59.5,59.825,58.6,59.54,249081.0,49.11,49.8,48.75,49.2,495818.0,21.1,21.21,20.92,21.14,374811.0,5.97,6.08,5.9,6.0,29942.0,3.51,3.65,3.51,3.56,19534.0,2.11,2.11,2.01,2.03,143164.0
2025-11-05 05:00:00,12.89,13.23,12.8,13.23,1667135.0,23.26,23.42,23.14,23.33,1506747.0,12.45,12.49,12.03,12.46,507074.0,33.41,33.55,32.92,33.06,95716,3.5,3.58,3.5,3.57,1697056.0,59.7,61.08,59.39,61.0,311075.0,49.43,50.39,48.8,50.14,412178.0,21.1,21.38,21.04,21.36,460292.0,5.9466,5.99,5.88,5.99,15817.0,3.5699,3.59,3.51,3.51,15576.0,2.03,2.09,2.0,2.08,148167.0
2025-11-06 05:00:00,13.21,13.47,13.155,13.23,3038348.0,23.35,23.845,23.22,23.72,2081822.0,12.39,13.08,12.38,12.89,726914.0,33.1,33.92,32.86,33.56,144277,3.59,3.64,3.55,3.59,1804459.0,60.01,61.88,59.835,61.1,500754.0,52.0,53.9,51.315,52.37,1238547.0,21.69,22.835,21.58,22.32,846209.0,5.8875,5.99,5.8875,5.9561,4135.0,3.5,3.5585,3.3,3.44,56947.0,2.09,2.18,2.08,2.11,190149.0
2025-11-07 05:00:00,13.24,13.4,13.13,13.34,2220821.0,23.7,23.81,23.49,23.66,1509575.0,12.93,12.98,12.63,12.71,785014.0,33.56,33.67,33.265,33.52,80500,3.59,3.59,3.53,3.56,1346188.0,61.4,61.46,60.19,60.94,480255.0,52.25,53.46,51.92,53.31,594818.0,22.665,22.96,22.6,22.78,538167.0,5.95,6.0,5.85,5.85,4556.0,3.38,3.61,3.34,3.52,31627.0,2.09,2.09,2.035,2.07,66646.0
2025-11-10 05:00:00,13.48,13.505,13.31,13.36,2320197.0,23.74,24.1817,23.74,24.1,1470090.0,12.74,12.87,12.46,12.8,607513.0,33.67,34.28,33.6,34.13,103035,3.58,3.66,3.57,3.65,1771703.0,61.17,61.91,60.42,61.14,313723.0,53.35,54.38,53.05,53.63,545859.0,22.882,23.56,22.87,23.48,584592.0,6.0,6.0891,5.86,5.9183,5392.0,3.51,3.82,3.46,3.73,139821.0,2.08,2.18,2.07,2.15,88377.0
2025-11-11 05:00:00,13.5,13.61,13.26,13.36,2065804.0,24.24,24.4,23.8,24.1,1738933.0,12.91,13.06,12.7,12.88,648227.0,35.35,35.5,34.71,35.25,169507,3.63,3.66,3.58,3.63,1873469.0,61.45,61.9,60.5,60.81,279679.0,53.87,54.08,52.945,53.16,442427.0,23.54,23.67,23.05,23.37,469982.0,5.98,6.11,5.85,5.91,15148.0,3.62,4.23,3.62,4.07,213474.0,2.14,2.15,2.11,2.15,52326.0
2025-11-12 05:00:00,13.23,13.59,13.212,13.59,1358295.0,24.53,25.03,24.36,24.88,2847208.0,12.78,13.078,12.75,13.0,664180.0,35.47,35.92,35.39,35.86,134344,3.65,3.68,3.62,3.67,1626190.0,61.61,62.09,61.215,61.84,284475.0,53.43,53.995,53.2296,53.54,617509.0,23.39,23.66,23.26,23.5,484251.0,5.8714,6.0,5.86,5.99,3540.0,4.03,4.14,3.97,3.995,38647.0,2.13,2.23,2.13,2.19,84760.0
2025-11-13 05:00:00,13.59,13.85,13.57,13.59,3078633.0,25.12,25.74,24.98,25.05,2992973.0,12.98,13.17,12.81,12.83,613185.0,37.72,39.77,37.6813,39.0,718200,3.68,3.75,3.66,3.7,2211173.0,61.8,63.19,61.665,61.82,401371.0,54.11,54.615,53.34,53.59,477952.0,22.99,23.35,22.79,23.0,749499.0,5.99,6.075,5.8494,6.075,1656.0,3.8,4.0699,3.58,3.88,100817.0,2.2,2.21,2.12,2.14,157995.0
2025-11-14 05:00:00,13.5,13.69,13.3,13.67,1173262.0,24.8,25.77,24.47,25.48,3622354.0,12.77,12.89,12.5,12.81,639660.0,37.72,38.57,37.28,38.43,320335,3.64,3.72,3.59,3.72,1805994.0,61.11,62.645,60.6,62.47,222170.0,53.12,53.98,52.23,53.98,423895.0,22.5,23.08,22.27,23.02,681726.0,6.0,6.08,5.98,6.08,2272.0,3.8,3.881,3.77,3.82,21255.0,2.15,2.23,2.08,2.23,122806.0
2025-11-17 05:00:00,13.61,13.77,13.545,13.58,1632373.0,25.37,25.72,25.25,25.3,2791603.0,12.75,12.97,12.64,12.84,608606.0,38.41,39.01,38.085,38.94,283290,3.715,3.83,3.682,3.82,5603024.0,62.17,62.94,61.56,62.49,349806.0,53.58,54.25,53.31,53.6,411293.0,22.78,23.0714,22.72,22.86,609479.0,6.01,6.03,5.75,5.955,17536.0,3.79,3.8017,3.72,3.76,14129.0,2.23,2.23,2.16,2.19,88643.0
2025-11-18 05:00:00,13.52,13.76,13.33,13.63,1388013.0,25.07,25.9199,24.83,25.77,2812079.0,12.83,13.556,12.7,13.5,1409333.0,38.51,39.7,38.29,39.62,363333,3.8,3.93,3.76,3.9,6335356.0,62.35,63.295,61.397,63.03,349842.0,53.09,54.95,52.7,54.68,461631.0,22.79,23.23,22.58,23.14,494851.0,5.82,6.21,5.82,5.99,15858.0,3.71,3.85,3.6469,3.85,21337.0,2.15,2.19,2.05,2.19,127829.0
2025-11-19 05:00:00,13.31,13.6001,13.27,13.31,1415897.0,25.17,25.57,25.07,25.2,2610852.0,13.31,13.43,12.98,13.01,487870.0,36.31,37.06,36.25,37.01,807990,3.86,3.88,3.74,3.77,2747851.0,62.01,62.85,61.71,61.89,305319.0,53.53,54.24,53.0058,53.76,416050.0,22.94,23.49,22.81,22.88,606029.0,5.81,6.11,5.81,6.11,2274.0,3.79,3.7903,3.61,3.78,21625.0,2.19,2.235,2.13,2.16,114386.0
2025-11-20 05:00:00,13.5,13.79,13.295,13.33,1607087.0,25.88,25.95,24.83,24.99,4145594.0,13.04,13.27,12.47,12.55,607320.0,37.16,37.62,36.72,36.78,451863,3.8,3.89,3.715,3.73,2132920.0,62.83,63.7099,60.3,60.52,324863.0,54.06,55.18,52.97,53.01,447855.0,22.42,22.79,21.97,21.97,529466.0,6.15,6.15,5.89,6.0,5622.0,3.8,3.8,3.58,3.62,12911.0,2.16,2.2391,2.12,2.12,84929.0
2025-11-21 05:00:00,13.46,13.795,13.33,13.73,1458688.0,25.69,26.0,24.47,25.9,4494180.0,12.55,13.12,12.44,13.1,698341.0,36.9,37.53,36.24,37.52,520837,3.76,3.86,3.69,3.85,2351902.0,61.25,63.01,60.01,62.25,412908.0,53.54,54.77,52.71,54.49,395795.0,22.32,22.49,22.12,22.48,547919.0,5.81,6.198,5.81,5.99,10134.0,3.6565,3.74,3.62,3.64,11929.0,2.16,2.23,2.1,2.23,81175.0
2025-11-24 05:00:00,13.695,13.7619,13.13,13.32,2398748.0,25.62,25.62,24.34,24.96,7576321.0,13.02,13.02,12.52,12.86,491323.0,37.45,37.45,35.96,36.97,537907,3.81,3.86,3.75,3.81,2611209.0,61.67,61.67,59.32,60.99,508013.0,54.23,54.61,52.645,54.48,668220.0,21.94,21.94,21.45,21.72,675319.0,6.0585,6.07,5.9446,5.9446,5930.0,3.66,3.88,3.61,3.76,82435.0,2.24,2.24,2.1801,2.23,103271.0
2025-11-25 05:00:00,13.19,13.23,12.95,13.03,1820810.0,24.4,24.8,23.93,23.99,6681518.0,12.65,12.685,12.3431,12.51,527243.0,36.31,37.175,36.02,36.86,394721,3.78,3.8,3.74,3.76,2311884.0,60.14,60.965,58.66,59.27,745943.0,53.8,54.52,53.48,53.84,465918.0,21.275,21.33,20.9,21.26,1087602.0,5.83,6.2,5.8,5.96,4371.0,3.77,3.85,3.66,3.85,34320.0,2.23,2.23,1.97,1.99,281668.0
2025-11-26 05:00:00,13.03,13.18,12.94,13.02,1496930.0,24.0,24.25,23.28,23.52,5942872.0,12.44,12.7,12.26,12.32,599019.0,36.86,37.25,36.3912,37.05,404210,3.74,3.78,3.71,3.76,2525407.0,58.66,59.7,57.71,58.11,652611.0,53.57,54.19,53.08,53.09,807559.0,21.2,21.46,21.125,21.13,1000404.0,5.8,5.88,5.8,5.85,2187.0,3.81,3.91,3.64,3.91,20959.0,2.05,2.08,2.0,2.08,112080.0
2025-11-28 05:00:00,13.12,13.2,12.965,13.03,1453666.0,23.81,23.915,23.32,23.52,4550520.0,12.23,12.33,12.01,12.23,286753.0,36.99,37.2,36.52,36.84,150086,3.79,3.81,3.61,3.64,3041988.0,58.2,58.4314,57.31,57.67,260208.0,52.99,53.7,52.38,52.97,319257.0,21.28,21.56,21.22,21.41,390604.0,5.89,6.0,5.85,5.99,2881.0,3.88,3.9879,3.7518,3.9879,8839.0,2.11,2.21,2.07,2.2,188583.0
2025-12-01 05:00:00,13.11,13.14,12.875,12.9,1939148.0,23.56,23.56,22.74,22.85,5145900.0,12.27,12.35,12.03,12.06,691511.0,36.8,36.94,36.2719,36.53,265259,3.65,3.685,3.6,3.65,3394004.0,57.69,57.7501,55.39,55.53,391245.0,53.18,53.23,51.38,51.49,446643.0,21.4,21.488,20.865,20.93,520306.0,5.79,6.34,5.78,6.16,22786.0,3.84,4.0,3.8,3.8,28145.0,2.25,2.44,2.24,2.39,617892.0
2025-12-02 05:00:00,12.87,12.89,12.65,12.84,1484823.0,22.8,23.385,22.75,23.3,3603817.0,12.01,12.165,11.745,12.09,645279.0,35.2,36.26,34.85,36.17,251796,3.62,3.69,3.54,3.67,3100485.0,55.53,55.94,54.6267,55.79,350291.0,51.24,51.725,50.5,51.54,523008.0,20.82,21.2,20.76,21.15,323416.0,5.68,6.1,5.595,6.1,170028.0,3.66,3.89,3.6205,3.83,26835.0,2.43,2.44,2.33,2.37,134435.0
2025-12-03 05:00:00,12.95,13.1,12.87,12.92,1246863.0,23.88,24.05,23.52,23.6,2345027.0,12.25,12.41,12.17,12.25,492244.0,36.62,37.1,36.0306,36.26,269881,3.71,3.7799,3.71,3.74,3285481.0,56.75,57.72,56.75,57.0,467257.0,52.21,53.22,52.0707,52.37,501924.0,21.5,21.63,21.305,21.33,400330.0,5.99,6.15,5.94,6.075,26614.0,3.86,4.35,3.855,4.1,118758.0,2.37,2.54,2.35,2.48,303904.0
2025-12-04 05:00:00,12.95,12.95,12.73,12.75,1168940.0,23.49,23.54,23.19,23.24,2541902.0,12.19,12.23,11.95,11.96,431175.0,36.35,36.35,35.88,36.18,142858,3.74,3.76,3.69,3.74,2899180.0,56.74,56.74,55.24,55.47,305132.0,52.2,52.22,51.07,51.63,501751.0,21.41,21.45,21.23,21.27,377829.0,6.0,6.0307,5.9001,6.0307,6974.0,4.06,4.29,4.06,4.13,46854.0,2.46,2.55,2.4209,2.55,135655.0
2025-12-05 05:00:00,12.75,12.96,12.68,12.76,1645158.0,23.15,23.74,23.14,23.38,2082886.0,12.01,12.05,11.785,11.83,446613.0,36.3,37.36,36.22,37.07,363824,3.76,3.76,3.7,3.74,3534112.0,55.47,56.2315,55.15,55.21,386525.0,51.57,52.31,51.03,51.13,519530.0,21.26,21.507,21.23,21.24,308662.0,5.92,6.0,5.91,6.0,6261.0,5.11,5.95,4.92,5.8,15493000.0,2.54,2.58,2.32,2.465,306665.0
2025-12-08 05:00:00,12.82,13.05,12.775,12.79,1490760.0,23.57,23.95,23.41,23.51,2578813.0,11.76,11.985,11.69,11.77,393252.0,37.37,37.69,36.71,36.75,460692,3.62,3.69,3.55,3.57,3652826.0,55.12,56.17,54.75,55.33,446673.0,51.64,52.15,51.01,51.61,715369.0,21.27,21.57,21.09,21.13,320947.0,6.02,6.05,6.0,6.0,2548.0,5.81,5.9495,5.2,5.3,1606957.0,2.47,2.47,2.25,2.29,231399.0
2025-12-09 05:00:00,12.75,12.77,12.515,12.52,1711798.0,23.14,23.3,22.72,22.75,2566325.0,11.74,11.74,11.5,11.54,423555.0,36.75,36.75,35.5,36.14,356283,3.56,3.58,3.49,3.53,3125032.0,55.0,55.035,53.78,53.85,404305.0,50.66,50.66,49.45,49.52,387630.0,21.09,21.1115,20.6,20.67,309979.0,6.0,6.01,5.93,6.01,7349.0,5.2,5.47,5.11,5.19,236783.0,2.325,2.355,2.25,2.33,117821.0
2025-12-10 05:00:00,12.52,12.61,12.265,12.48,2337660.0,22.68,22.895,22.34,22.79,2706940.0,11.5,11.52,11.22,11.41,639060.0,36.22,36.22,35.39,35.77,241891,3.52,3.52,3.4,3.48,3961607.0,53.8,54.03,52.55,53.47,988173.0,49.62,49.72,48.3009,49.32,475286.0,20.62,20.85,20.35,20.75,455025.0,6.0,6.0,5.9213,5.93,7844.0,5.19,5.415,5.11,5.26,221036.0,2.41,2.41,2.32,2.35,95269.0
2025-12-11 05:00:00,12.6,12.71,12.4,12.6,1928269.0,23.24,23.32,22.683,22.96,2532606.0,11.39,11.43,11.22,11.33,741397.0,36.2,36.32,35.69,36.25,164252,3.47,3.49,3.415,3.45,2525854.0,54.09,54.39,53.0861,53.93,509367.0,49.29,49.9,48.324339,48.91,648441.0,20.77,20.91,20.6,20.76,388580.0,5.81,6.0,5.7869,5.94,26852.0,5.24,5.2999,5.03,5.17,180552.0,2.36,2.43,2.33,2.36,90988.0
2025-12-12 05:00:00,12.6,12.68,12.43,12.44,1197651.0,23.01,23.21,22.725,22.86,1869680.0,11.3,11.3,11.065,11.14,629039.0,36.23,36.31,35.6,35.77,151771,3.45,3.46,3.42,3.43,2169819.0,53.93,54.245,53.34,53.59,473699.0,48.48,48.8538,48.03,48.55,391655.0,20.76,20.8,20.44,20.51,328890.0,5.76,5.91,5.52,5.68,12815.0,5.18,5.26,5.01,5.07,265573.0,2.37,2.4,2.22,2.29,163107.0
2025-12-15 05:00:00,12.43,12.565,12.4,12.5,1233483.0,22.86,22.91,22.54,22.75,1831299.0,11.08,11.335,11.08,11.27,600980.0,35.6,35.8199,35.41,35.69,105976,3.46,3.51,3.415,3.5,2961713.0,53.71,54.5,53.01,54.08,576200.0,48.26,48.92,48.02,48.83,445276.0,20.43,20.5125,20.335,20.47,322670.0,5.69,5.8255,5.4,5.6,13972.0,5.08,5.19,4.95,5.15,211389.0,2.3,2.3399,2.24,2.28,67184.0
2025-12-16 05:00:00,12.45,12.6,12.41,12.51,1335267.0,22.74,22.805,22.35,22.49,1576950.0,11.14,11.32,11.055,11.16,570553.0,35.58,35.61,34.97,35.17,251177,3.49,3.51,3.34,3.45,2991928.0,53.72,54.27,53.265,53.64,354127.0,48.51,48.575,47.86,48.05,556136.0,20.39,20.414,19.96,20.03,545799.0,5.429,5.51,5.39,5.405,4030.0,5.07,5.47,5.06,5.17,199919.0,2.26,2.305,2.2399,2.28,69891.0
